issuekey_A,issuekey_B,f_A,f_B,P_AB,GT_A,GT_B,GT_AB,status,dataset
XD-2031,DM-4642,5.0,13.0,-1.0,1.0,4.0,-1.0,valid,springxd
XD-2032,TISTUD-6304,2.0,2.0,0.0,2.0,5.0,-1.0,tie,springxd
XD-2033,APSTUD-4267,2.0,3.0,-1.0,1.0,5.0,-1.0,valid,springxd
XD-2034,MESOS-3026,5.0,3.0,1.0,3.0,5.0,-1.0,valid,springxd
XD-2035,MESOS-4296,2.0,5.0,-1.0,1.0,8.0,-1.0,valid,springxd
XD-2036,DM-2630,2.0,5.0,-1.0,2.0,3.0,-1.0,valid,springxd
XD-2037,TIMOB-7233,2.0,3.0,-1.0,1.0,3.0,-1.0,valid,springxd
XD-2038,JSW-8485,3.0,3.0,0.0,2.0,1.0,1.0,tie,springxd
XD-2039,TIMOB-20572,5.0,3.0,1.0,2.0,5.0,-1.0,valid,springxd
XD-2040,MULE-7473,5.0,3.0,1.0,2.0,8.0,-1.0,valid,springxd
XD-2041,MESOS-5581,5.0,5.0,0.0,8.0,3.0,1.0,tie,springxd
XD-2042,DM-5471,1.0,5.0,-1.0,3.0,10.0,-1.0,valid,springxd
XD-2044,TISTUD-1631,8.0,5.0,1.0,2.0,8.0,-1.0,valid,springxd
XD-2045,APSTUD-2820,5.0,5.0,0.0,5.0,1.0,1.0,tie,springxd
XD-2046,TIMOB-14743,5.0,5.0,0.0,1.0,8.0,-1.0,tie,springxd
XD-2047,DM-911,5.0,5.0,0.0,1.0,2.0,-1.0,tie,springxd
XD-2048,DM-5441,13.0,13.0,0.0,20.0,30.0,-1.0,tie,springxd
XD-2049,TIMOB-8589,5.0,5.0,0.0,4.0,8.0,-1.0,tie,springxd
XD-2050,TISTUD-7879,5.0,2.0,1.0,8.0,3.0,1.0,valid,springxd
XD-2051,DM-2232,8.0,3.0,1.0,5.0,16.0,-1.0,valid,springxd
XD-2052,TIMOB-18351,8.0,5.0,1.0,8.0,5.0,1.0,valid,springxd
XD-2053,TESB-8734,13.0,5.0,1.0,8.0,1.0,1.0,valid,springxd
XD-2054,TESB-15307,5.0,5.0,0.0,8.0,2.0,1.0,tie,springxd
XD-2055,TIMOB-18974,8.0,3.0,1.0,8.0,5.0,1.0,valid,springxd
XD-2057,DM-4146,3.0,2.0,1.0,3.0,1.0,1.0,valid,springxd
XD-2058,DURACLOUD-349,3.0,3.0,0.0,4.0,1.0,1.0,tie,springxd
XD-2059,TISTUD-5151,3.0,2.0,1.0,3.0,5.0,-1.0,valid,springxd
XD-2060,MDL-43537,13.0,2.0,1.0,3.0,2.0,1.0,valid,springxd
XD-2061,MESOS-5579,8.0,5.0,1.0,3.0,1.0,1.0,valid,springxd
XD-2062,DURACLOUD-1048,21.0,2.0,1.0,32.0,1.0,1.0,valid,springxd
XD-2063,DURACLOUD-356,5.0,5.0,0.0,8.0,3.0,1.0,tie,springxd
XD-2064,USERGRID-702,5.0,5.0,0.0,4.0,5.0,-1.0,tie,springxd
XD-2065,USERGRID-659,3.0,3.0,0.0,4.0,3.0,1.0,tie,springxd
XD-2066,TIMOB-17565,5.0,3.0,1.0,5.0,3.0,1.0,valid,springxd
XD-2067,DM-4373,3.0,5.0,-1.0,3.0,1.0,1.0,valid,springxd
XD-2068,DURACLOUD-204,13.0,5.0,1.0,13.0,1.0,1.0,valid,springxd
XD-2069,TISTUD-1795,3.0,2.0,1.0,5.0,3.0,1.0,valid,springxd
XD-2070,JSW-4812,1.0,1.0,0.0,2.0,8.0,-1.0,tie,springxd
XD-2071,DM-1232,3.0,5.0,-1.0,2.0,3.0,-1.0,valid,springxd
XD-2072,DM-4498,3.0,5.0,-1.0,2.0,6.0,-1.0,valid,springxd
XD-2073,TDQ-9287,13.0,5.0,1.0,8.0,2.0,1.0,valid,springxd
XD-2074,TISTUD-4011,8.0,2.0,1.0,5.0,3.0,1.0,valid,springxd
XD-2075,TDQ-4771,3.0,5.0,-1.0,1.0,13.0,-1.0,valid,springxd
XD-2076,TESB-2966,3.0,5.0,-1.0,1.0,3.0,-1.0,valid,springxd
XD-2077,MDL-47294,5.0,2.0,1.0,3.0,5.0,-1.0,valid,springxd
XD-2079,APSTUD-4191,8.0,8.0,0.0,2.0,13.0,-1.0,tie,springxd
XD-2080,TDQ-9764,13.0,3.0,1.0,5.0,2.0,1.0,valid,springxd
XD-2081,DM-5889,3.0,2.0,1.0,5.0,1.0,1.0,valid,springxd
XD-2082,DURACLOUD-338,5.0,3.0,1.0,4.0,1.0,1.0,valid,springxd
XD-2083,DM-1968,3.0,8.0,-1.0,2.0,35.0,-1.0,valid,springxd
XD-2084,APSTUD-3061,13.0,5.0,1.0,8.0,13.0,-1.0,valid,springxd
XD-2085,DM-6679,8.0,3.0,1.0,5.0,1.0,1.0,valid,springxd
XD-2086,APSTUD-7634,5.0,2.0,1.0,8.0,5.0,1.0,valid,springxd
XD-2087,TISTUD-6822,5.0,5.0,0.0,8.0,3.0,1.0,tie,springxd
XD-2088,TIMOB-8563,5.0,5.0,0.0,8.0,2.0,1.0,tie,springxd
XD-2089,TESB-9530,13.0,3.0,1.0,16.0,1.0,1.0,valid,springxd
XD-2090,APSTUD-4234,8.0,3.0,1.0,1.0,2.0,-1.0,valid,springxd
XD-2091,DM-3032,3.0,1.0,1.0,5.0,4.0,1.0,valid,springxd
XD-2092,TIMOB-15253,5.0,5.0,0.0,2.0,8.0,-1.0,tie,springxd
XD-2093,MESOS-1913,5.0,8.0,-1.0,3.0,13.0,-1.0,valid,springxd
XD-2094,MESOS-3619,8.0,5.0,1.0,5.0,3.0,1.0,valid,springxd
XD-2095,DM-5463,3.0,2.0,1.0,2.0,1.0,1.0,valid,springxd
XD-2096,DURACLOUD-648,5.0,5.0,0.0,5.0,1.0,1.0,tie,springxd
XD-2097,MULE-7589,5.0,13.0,-1.0,5.0,8.0,-1.0,valid,springxd
XD-2098,DM-564,8.0,5.0,1.0,3.0,4.0,-1.0,valid,springxd
XD-2099,TDQ-8622,3.0,8.0,-1.0,1.0,13.0,-1.0,valid,springxd
XD-2100,DM-1176,13.0,3.0,1.0,3.0,4.0,-1.0,valid,springxd
XD-2101,TIMOB-23674,5.0,3.0,1.0,8.0,2.0,1.0,valid,springxd
XD-2103,TISTUD-5279,5.0,3.0,1.0,8.0,5.0,1.0,valid,springxd
XD-2104,BAM-7689,5.0,5.0,0.0,8.0,2.0,1.0,tie,springxd
XD-2105,USERGRID-677,3.0,8.0,-1.0,5.0,1.0,1.0,valid,springxd
XD-2106,MESOS-2817,8.0,5.0,1.0,2.0,3.0,-1.0,valid,springxd
XD-2107,MDL-40058,3.0,8.0,-1.0,3.0,40.0,-1.0,valid,springxd
XD-2108,DM-6380,5.0,3.0,1.0,13.0,10.0,1.0,valid,springxd
XD-2109,TDQ-11188,3.0,5.0,-1.0,3.0,2.0,1.0,valid,springxd
XD-2110,JSW-3772,3.0,3.0,0.0,3.0,2.0,1.0,tie,springxd
XD-2111,MULE-8627,5.0,2.0,1.0,3.0,8.0,-1.0,valid,springxd
XD-2112,TIMOB-18432,5.0,3.0,1.0,3.0,5.0,-1.0,valid,springxd
XD-2113,DM-2504,3.0,5.0,-1.0,2.0,1.0,1.0,valid,springxd
XD-2114,TISTUD-2049,5.0,5.0,0.0,5.0,13.0,-1.0,tie,springxd
XD-2116,STUDIO-2774,5.0,2.0,1.0,5.0,1.0,1.0,valid,springxd
XD-2117,DM-1281,8.0,3.0,1.0,8.0,1.0,1.0,valid,springxd
XD-2118,STUDIO-2666,8.0,2.0,1.0,5.0,8.0,-1.0,valid,springxd
XD-2119,MDL-41033,5.0,3.0,1.0,1.0,8.0,-1.0,valid,springxd
XD-2120,TDQ-10066,8.0,3.0,1.0,5.0,2.0,1.0,valid,springxd
XD-2121,TIMOB-20001,8.0,1.0,1.0,8.0,2.0,1.0,valid,springxd
XD-2122,MESOS-3903,3.0,5.0,-1.0,8.0,2.0,1.0,valid,springxd
XD-2123,CLOV-1247,13.0,5.0,1.0,3.0,5.0,-1.0,valid,springxd
XD-2124,TIMOB-19500,3.0,2.0,1.0,5.0,2.0,1.0,valid,springxd
XD-2125,TDQ-12054,8.0,5.0,1.0,8.0,1.0,1.0,valid,springxd
XD-2126,DM-6805,5.0,8.0,-1.0,8.0,10.0,-1.0,valid,springxd
XD-2127,TISTUD-7780,5.0,5.0,0.0,3.0,8.0,-1.0,tie,springxd
XD-2128,TISTUD-2512,8.0,3.0,1.0,3.0,8.0,-1.0,valid,springxd
XD-2129,TESB-6926,5.0,5.0,0.0,5.0,2.0,1.0,tie,springxd
XD-2130,MULE-7387,8.0,5.0,1.0,3.0,1.0,1.0,valid,springxd
XD-2131,APSTUD-4507,8.0,5.0,1.0,5.0,8.0,-1.0,valid,springxd
XD-2132,MULE-7473,8.0,3.0,1.0,3.0,8.0,-1.0,valid,springxd
XD-2133,DURACLOUD-986,5.0,5.0,0.0,5.0,2.0,1.0,tie,springxd
XD-2134,TISTUD-6680,8.0,3.0,1.0,16.0,8.0,1.0,valid,springxd
XD-2135,TESB-2093,13.0,5.0,1.0,8.0,1.0,1.0,valid,springxd
XD-2136,TESB-4318,5.0,5.0,0.0,5.0,3.0,1.0,tie,springxd
XD-2137,JSW-5289,5.0,3.0,1.0,5.0,1.0,1.0,valid,springxd
XD-2138,TIMOB-23117,5.0,5.0,0.0,1.0,8.0,-1.0,tie,springxd
XD-2139,DM-3917,5.0,3.0,1.0,2.0,4.0,-1.0,valid,springxd
XD-2140,DM-6078,3.0,5.0,-1.0,3.0,2.0,1.0,valid,springxd
XD-2141,DURACLOUD-824,3.0,5.0,-1.0,2.0,3.0,-1.0,valid,springxd
XD-2142,DM-2373,5.0,3.0,1.0,2.0,8.0,-1.0,valid,springxd
XD-2143,MESOS-4150,3.0,5.0,-1.0,1.0,3.0,-1.0,valid,springxd
XD-2144,JSW-4862,5.0,5.0,0.0,1.0,5.0,-1.0,tie,springxd
XD-2145,STUDIO-2982,3.0,13.0,-1.0,5.0,13.0,-1.0,valid,springxd
XD-2146,TESB-10595,3.0,3.0,0.0,1.0,3.0,-1.0,tie,springxd
XD-2147,USERGRID-993,3.0,5.0,-1.0,1.0,3.0,-1.0,valid,springxd
XD-2148,MULE-6873,3.0,5.0,-1.0,1.0,8.0,-1.0,valid,springxd
XD-2149,CLOV-1140,3.0,5.0,-1.0,1.0,5.0,-1.0,valid,springxd
XD-2150,STUDIO-2940,3.0,3.0,0.0,3.0,8.0,-1.0,tie,springxd
XD-2151,CLOV-1378,3.0,5.0,-1.0,3.0,5.0,-1.0,valid,springxd
XD-2152,DM-2288,5.0,5.0,0.0,16.0,14.0,1.0,tie,springxd
XD-2153,MDL-40770,2.0,3.0,-1.0,1.0,20.0,-1.0,valid,springxd
XD-2154,DM-2148,3.0,5.0,-1.0,8.0,6.0,1.0,valid,springxd
XD-2155,MDL-45828,2.0,13.0,-1.0,1.0,8.0,-1.0,valid,springxd
XD-2156,DM-5480,8.0,8.0,0.0,16.0,20.0,-1.0,tie,springxd
XD-2157,STUDIO-2833,13.0,21.0,-1.0,16.0,2.0,1.0,valid,springxd
XD-2158,MESOS-4985,5.0,8.0,-1.0,5.0,3.0,1.0,valid,springxd
XD-2159,DM-4575,5.0,3.0,1.0,8.0,4.0,1.0,valid,springxd
XD-2163,TDQ-5069,5.0,2.0,1.0,8.0,5.0,1.0,valid,springxd
XD-2164,TDQ-9775,13.0,5.0,1.0,8.0,2.0,1.0,valid,springxd
XD-2165,DM-2674,8.0,13.0,-1.0,8.0,10.0,-1.0,valid,springxd
XD-2166,DM-5921,3.0,2.0,1.0,8.0,1.0,1.0,valid,springxd
XD-2167,TIMOB-23653,8.0,3.0,1.0,16.0,5.0,1.0,valid,springxd
XD-2169,DM-2434,3.0,5.0,-1.0,3.0,4.0,-1.0,valid,springxd
XD-2170,DM-6909,5.0,3.0,1.0,5.0,2.0,1.0,valid,springxd
XD-2171,TDQ-6184,2.0,5.0,-1.0,1.0,5.0,-1.0,valid,springxd
XD-2172,APSTUD-7806,5.0,2.0,1.0,1.0,10.0,-1.0,valid,springxd
XD-2173,TDQ-8084,5.0,8.0,-1.0,3.0,20.0,-1.0,valid,springxd
XD-2174,TIMOB-20297,5.0,3.0,1.0,3.0,5.0,-1.0,valid,springxd
XD-2175,DM-5992,5.0,13.0,-1.0,1.0,10.0,-1.0,valid,springxd
XD-2176,DM-6418,13.0,8.0,1.0,3.0,12.0,-1.0,valid,springxd
XD-2177,DM-6628,13.0,5.0,1.0,3.0,6.0,-1.0,valid,springxd
XD-2178,TDQ-11630,8.0,3.0,1.0,8.0,3.0,1.0,valid,springxd
XD-2179,DM-1143,5.0,3.0,1.0,3.0,40.0,-1.0,valid,springxd
XD-2180,TESB-12770,5.0,8.0,-1.0,3.0,2.0,1.0,valid,springxd
XD-2181,TIMOB-19759,3.0,3.0,0.0,1.0,2.0,-1.0,tie,springxd
XD-2182,TESB-5017,3.0,13.0,-1.0,1.0,3.0,-1.0,valid,springxd
XD-2183,DM-6426,5.0,3.0,1.0,3.0,2.0,1.0,valid,springxd
XD-2184,TIMOB-7833,8.0,5.0,1.0,3.0,1.0,1.0,valid,springxd
XD-2185,MESOS-3996,5.0,5.0,0.0,3.0,1.0,1.0,tie,springxd
XD-2186,APSTUD-612,5.0,3.0,1.0,3.0,8.0,-1.0,valid,springxd
XD-2187,TISTUD-3021,3.0,3.0,0.0,3.0,5.0,-1.0,tie,springxd
XD-2188,DM-6349,2.0,5.0,-1.0,3.0,10.0,-1.0,valid,springxd
XD-2189,CLOV-1603,5.0,5.0,0.0,3.0,1.0,1.0,tie,springxd
XD-2190,DM-5912,3.0,3.0,0.0,1.0,3.0,-1.0,tie,springxd
XD-2191,DM-4501,1.0,5.0,-1.0,1.0,4.0,-1.0,valid,springxd
XD-2192,MDL-53182,5.0,5.0,0.0,3.0,2.0,1.0,tie,springxd
XD-2193,TISTUD-1703,5.0,5.0,0.0,2.0,8.0,-1.0,tie,springxd
XD-2194,TISTUD-5462,2.0,3.0,-1.0,2.0,3.0,-1.0,valid,springxd
XD-2195,TDQ-5783,2.0,1.0,1.0,4.0,1.0,1.0,valid,springxd
XD-2196,CLOV-1294,5.0,8.0,-1.0,3.0,20.0,-1.0,valid,springxd
XD-2197,DM-6589,8.0,3.0,1.0,5.0,2.0,1.0,valid,springxd
XD-2198,USERGRID-286,8.0,8.0,0.0,5.0,3.0,1.0,tie,springxd
XD-2199,MESOS-2738,8.0,5.0,1.0,8.0,3.0,1.0,valid,springxd
XD-2200,TIMOB-20113,3.0,3.0,0.0,5.0,2.0,1.0,tie,springxd
XD-2201,STUDIO-2999,5.0,3.0,1.0,5.0,2.0,1.0,valid,springxd
XD-2202,MESOS-4376,3.0,3.0,0.0,5.0,2.0,1.0,tie,springxd
XD-2205,DM-3470,8.0,5.0,1.0,8.0,5.0,1.0,valid,springxd
XD-2206,TIMOB-23217,8.0,5.0,1.0,8.0,2.0,1.0,valid,springxd
XD-2207,JSW-6081,8.0,3.0,1.0,5.0,2.0,1.0,valid,springxd
XD-2208,TESB-6966,2.0,13.0,-1.0,3.0,2.0,1.0,valid,springxd
XD-2209,DM-6025,3.0,2.0,1.0,2.0,1.0,1.0,valid,springxd
XD-2210,JSW-4967,1.0,5.0,-1.0,2.0,3.0,-1.0,valid,springxd
XD-2211,TIMOB-13364,3.0,3.0,0.0,2.0,3.0,-1.0,tie,springxd
XD-2212,TIMOB-19502,3.0,5.0,-1.0,3.0,5.0,-1.0,valid,springxd
XD-2213,TISTUD-69,3.0,3.0,0.0,3.0,1.0,1.0,tie,springxd
XD-2214,TISTUD-6326,3.0,3.0,0.0,1.0,8.0,-1.0,tie,springxd
XD-2215,APSTUD-7253,3.0,3.0,0.0,2.0,8.0,-1.0,tie,springxd
XD-2216,DM-5844,8.0,3.0,1.0,3.0,20.0,-1.0,valid,springxd
XD-2217,BAM-4725,3.0,3.0,0.0,5.0,8.0,-1.0,tie,springxd
XD-2218,TIMOB-3186,13.0,5.0,1.0,8.0,3.0,1.0,valid,springxd
XD-2219,DM-3522,13.0,5.0,1.0,8.0,3.0,1.0,valid,springxd
XD-2220,TESB-484,8.0,13.0,-1.0,8.0,3.0,1.0,valid,springxd
XD-2222,DM-6217,3.0,5.0,-1.0,1.0,10.0,-1.0,valid,springxd
XD-2223,TISTUD-480,5.0,3.0,1.0,8.0,1.0,1.0,valid,springxd
XD-2224,TESB-5,3.0,5.0,-1.0,2.0,5.0,-1.0,valid,springxd
XD-2225,DM-5566,5.0,3.0,1.0,8.0,3.0,1.0,valid,springxd
XD-2226,DM-3249,5.0,5.0,0.0,5.0,8.0,-1.0,tie,springxd
XD-2227,TDQ-8601,1.0,5.0,-1.0,3.0,2.0,1.0,valid,springxd
XD-2228,MESOS-3161,3.0,3.0,0.0,5.0,3.0,1.0,tie,springxd
XD-2229,MESOS-3558,5.0,5.0,0.0,3.0,13.0,-1.0,tie,springxd
XD-2230,DM-4280,5.0,1.0,1.0,5.0,4.0,1.0,valid,springxd
XD-2231,TIMOB-23215,2.0,5.0,-1.0,2.0,13.0,-1.0,valid,springxd
XD-2232,TDQ-4849,8.0,5.0,1.0,5.0,3.0,1.0,valid,springxd
XD-2233,DM-1574,8.0,13.0,-1.0,8.0,6.0,1.0,valid,springxd
XD-2234,MESOS-4150,3.0,5.0,-1.0,1.0,3.0,-1.0,valid,springxd
XD-2235,TISTUD-2241,2.0,3.0,-1.0,1.0,8.0,-1.0,valid,springxd
XD-2237,DM-6008,5.0,5.0,0.0,2.0,30.0,-1.0,tie,springxd
XD-2238,CLOV-1596,5.0,5.0,0.0,5.0,13.0,-1.0,tie,springxd
XD-2239,MULE-8833,5.0,1.0,1.0,5.0,1.0,1.0,valid,springxd
XD-2240,TISTUD-6454,5.0,3.0,1.0,2.0,5.0,-1.0,valid,springxd
XD-2241,DM-1701,8.0,5.0,1.0,1.0,2.0,-1.0,valid,springxd
XD-2242,STUDIO-3259,3.0,8.0,-1.0,1.0,5.0,-1.0,valid,springxd
XD-2243,STUDIO-2968,5.0,5.0,0.0,1.0,8.0,-1.0,tie,springxd
XD-2244,DM-4222,5.0,8.0,-1.0,1.0,27.0,-1.0,valid,springxd
XD-2245,MULE-8051,3.0,5.0,-1.0,1.0,8.0,-1.0,valid,springxd
XD-2246,USERGRID-454,2.0,5.0,-1.0,1.0,5.0,-1.0,valid,springxd
XD-2247,TIMOB-19691,3.0,21.0,-1.0,2.0,5.0,-1.0,valid,springxd
XD-2248,DM-6677,2.0,5.0,-1.0,2.0,6.0,-1.0,valid,springxd
XD-2249,DM-1883,3.0,5.0,-1.0,2.0,10.0,-1.0,valid,springxd
XD-2250,MESOS-3042,5.0,8.0,-1.0,5.0,8.0,-1.0,valid,springxd
XD-2251,TDQ-9438,3.0,3.0,0.0,1.0,20.0,-1.0,tie,springxd
XD-2252,TIMOB-19858,3.0,5.0,-1.0,16.0,3.0,1.0,valid,springxd
XD-2253,MULE-8075,3.0,8.0,-1.0,1.0,13.0,-1.0,valid,springxd
XD-2254,BAM-10354,5.0,3.0,1.0,1.0,2.0,-1.0,valid,springxd
XD-2255,DM-6166,5.0,5.0,0.0,1.0,3.0,-1.0,tie,springxd
XD-2256,APSTUD-7280,5.0,5.0,0.0,1.0,20.0,-1.0,tie,springxd
XD-2257,JSW-6665,5.0,5.0,0.0,1.0,2.0,-1.0,tie,springxd
XD-2258,TESB-1444,5.0,13.0,-1.0,8.0,3.0,1.0,valid,springxd
XD-2259,DM-6894,8.0,5.0,1.0,1.0,8.0,-1.0,valid,springxd
XD-2261,TISTUD-7727,8.0,13.0,-1.0,2.0,8.0,-1.0,valid,springxd
XD-2262,TIMOB-17706,1.0,5.0,-1.0,1.0,8.0,-1.0,valid,springxd
XD-2264,DM-2745,8.0,5.0,1.0,5.0,40.0,-1.0,valid,springxd
XD-2265,DM-2786,5.0,5.0,0.0,3.0,1.0,1.0,tie,springxd
XD-2266,APSTUD-7615,5.0,5.0,0.0,3.0,8.0,-1.0,tie,springxd
XD-2268,TIMOB-15871,1.0,5.0,-1.0,5.0,3.0,1.0,valid,springxd
XD-2269,DM-4045,3.0,21.0,-1.0,3.0,8.0,-1.0,valid,springxd
XD-2270,TDQ-11916,5.0,3.0,1.0,3.0,1.0,1.0,valid,springxd
XD-2271,MULE-9207,3.0,2.0,1.0,3.0,2.0,1.0,valid,springxd
XD-2272,DURACLOUD-825,2.0,5.0,-1.0,1.0,2.0,-1.0,valid,springxd
XD-2273,DM-6494,5.0,3.0,1.0,5.0,1.0,1.0,valid,springxd
XD-2274,DM-413,2.0,5.0,-1.0,1.0,6.0,-1.0,valid,springxd
XD-2275,DM-4721,8.0,5.0,1.0,3.0,2.0,1.0,valid,springxd
XD-2276,STUDIO-3104,3.0,13.0,-1.0,3.0,13.0,-1.0,valid,springxd
XD-2277,DM-6360,5.0,3.0,1.0,3.0,1.0,1.0,valid,springxd
XD-2278,TISTUD-1227,3.0,3.0,0.0,3.0,8.0,-1.0,tie,springxd
XD-2279,DM-2960,8.0,2.0,1.0,2.0,4.0,-1.0,valid,springxd
XD-2280,TIMOB-17913,3.0,8.0,-1.0,3.0,21.0,-1.0,valid,springxd
XD-2281,MDL-46016,5.0,3.0,1.0,1.0,13.0,-1.0,valid,springxd
XD-2282,MESOS-3976,8.0,3.0,1.0,1.0,2.0,-1.0,valid,springxd
XD-2283,TISTUD-2460,2.0,5.0,-1.0,5.0,3.0,1.0,valid,springxd
XD-2284,TISTUD-589,5.0,2.0,1.0,5.0,8.0,-1.0,valid,springxd
XD-2285,TDQ-8620,13.0,3.0,1.0,8.0,20.0,-1.0,valid,springxd
XD-2286,DM-4492,1.0,5.0,-1.0,2.0,1.0,1.0,valid,springxd
XD-2287,DM-5880,13.0,13.0,0.0,5.0,10.0,-1.0,tie,springxd
XD-2288,MESOS-1941,3.0,5.0,-1.0,8.0,3.0,1.0,valid,springxd
XD-2289,DM-334,5.0,8.0,-1.0,8.0,2.0,1.0,valid,springxd
XD-2290,MDL-43188,2.0,2.0,0.0,1.0,5.0,-1.0,tie,springxd
XD-2291,TISTUD-1857,5.0,2.0,1.0,8.0,5.0,1.0,valid,springxd
XD-2293,APSTUD-4278,5.0,3.0,1.0,3.0,13.0,-1.0,valid,springxd
XD-2294,APSTUD-8259,3.0,3.0,0.0,1.0,3.0,-1.0,tie,springxd
XD-2295,TISTUD-5049,5.0,2.0,1.0,8.0,3.0,1.0,valid,springxd
XD-2296,APSTUD-4787,3.0,3.0,0.0,2.0,8.0,-1.0,tie,springxd
XD-2298,MESOS-723,13.0,3.0,1.0,5.0,2.0,1.0,valid,springxd
XD-2299,BAM-6038,5.0,1.0,1.0,8.0,2.0,1.0,valid,springxd
XD-2301,MESOS-5273,3.0,3.0,0.0,8.0,3.0,1.0,tie,springxd
XD-2302,CLOV-1896,5.0,5.0,0.0,4.0,2.0,1.0,tie,springxd
XD-2303,DM-5164,3.0,2.0,1.0,1.0,2.0,-1.0,valid,springxd
XD-2304,MDL-44949,3.0,3.0,0.0,8.0,2.0,1.0,tie,springxd
XD-2305,MESOS-3896,5.0,8.0,-1.0,8.0,13.0,-1.0,valid,springxd
XD-2306,TISTUD-6976,8.0,3.0,1.0,8.0,5.0,1.0,valid,springxd
XD-2307,TIMOB-23696,5.0,5.0,0.0,3.0,5.0,-1.0,tie,springxd
XD-2308,TIMOB-7143,3.0,2.0,1.0,8.0,1.0,1.0,valid,springxd
XD-2309,TISTUD-1268,8.0,5.0,1.0,5.0,8.0,-1.0,valid,springxd
XD-2310,DURACLOUD-546,3.0,5.0,-1.0,1.0,2.0,-1.0,valid,springxd
XD-2311,DM-2460,5.0,8.0,-1.0,8.0,10.0,-1.0,valid,springxd
XD-2312,DM-4427,3.0,3.0,0.0,8.0,30.0,-1.0,tie,springxd
XD-2313,DM-2624,8.0,5.0,1.0,8.0,1.0,1.0,valid,springxd
XD-2314,STUDIO-2162,5.0,5.0,0.0,8.0,2.0,1.0,tie,springxd
XD-2315,TESB-11138,3.0,3.0,0.0,3.0,1.0,1.0,tie,springxd
XD-2316,MESOS-5907,5.0,3.0,1.0,3.0,1.0,1.0,valid,springxd
XD-2317,MULE-8304,8.0,5.0,1.0,3.0,5.0,-1.0,valid,springxd
XD-2318,USERGRID-231,8.0,5.0,1.0,5.0,3.0,1.0,valid,springxd
XD-2319,TISTUD-954,5.0,3.0,1.0,1.0,13.0,-1.0,valid,springxd
XD-2320,TISTUD-5089,3.0,2.0,1.0,4.0,5.0,-1.0,valid,springxd
XD-2321,TISTUD-7449,5.0,2.0,1.0,4.0,5.0,-1.0,valid,springxd
XD-2322,DM-6500,2.0,21.0,-1.0,3.0,10.0,-1.0,valid,springxd
XD-2323,DM-5893,5.0,3.0,1.0,3.0,1.0,1.0,valid,springxd
XD-2324,DM-4955,5.0,3.0,1.0,8.0,1.0,1.0,valid,springxd
XD-2325,TIMOB-20413,1.0,2.0,-1.0,1.0,2.0,-1.0,valid,springxd
XD-2326,TIMOB-19033,5.0,3.0,1.0,3.0,8.0,-1.0,valid,springxd
XD-2330,BAM-6259,5.0,3.0,1.0,1.0,3.0,-1.0,valid,springxd
XD-2331,TESB-2117,3.0,2.0,1.0,5.0,1.0,1.0,valid,springxd
XD-2332,MULE-8650,5.0,2.0,1.0,5.0,3.0,1.0,valid,springxd
XD-2333,DM-2031,3.0,5.0,-1.0,8.0,5.0,1.0,valid,springxd
XD-2334,DM-4370,5.0,5.0,0.0,2.0,1.0,1.0,tie,springxd
XD-2335,DM-4772,5.0,2.0,1.0,1.0,2.0,-1.0,valid,springxd
XD-2337,DM-4220,5.0,8.0,-1.0,5.0,8.0,-1.0,valid,springxd
XD-2338,APSTUD-2134,5.0,2.0,1.0,3.0,1.0,1.0,valid,springxd
XD-2339,DM-5608,5.0,5.0,0.0,5.0,12.0,-1.0,tie,springxd
XD-2340,MDL-44759,5.0,2.0,1.0,3.0,5.0,-1.0,valid,springxd
XD-2341,DM-3121,5.0,8.0,-1.0,5.0,2.0,1.0,valid,springxd
XD-2342,APSTUD-4861,3.0,5.0,-1.0,3.0,20.0,-1.0,valid,springxd
XD-2343,TISTUD-7591,5.0,3.0,1.0,8.0,5.0,1.0,valid,springxd
XD-2344,DM-1127,3.0,13.0,-1.0,3.0,20.0,-1.0,valid,springxd
XD-2345,TESB-13290,5.0,3.0,1.0,5.0,1.0,1.0,valid,springxd
XD-2347,JSW-3003,3.0,3.0,0.0,2.0,5.0,-1.0,tie,springxd
XD-2348,TIMOB-20191,2.0,3.0,-1.0,1.0,5.0,-1.0,valid,springxd
XD-2349,DM-6401,3.0,8.0,-1.0,1.0,20.0,-1.0,valid,springxd
XD-2350,TIMOB-17648,8.0,3.0,1.0,8.0,5.0,1.0,valid,springxd
XD-2351,USERGRID-676,5.0,3.0,1.0,8.0,1.0,1.0,valid,springxd
XD-2353,APSTUD-4399,1.0,3.0,-1.0,3.0,5.0,-1.0,valid,springxd
XD-2354,DM-6814,3.0,5.0,-1.0,1.0,8.0,-1.0,valid,springxd
XD-2355,TDQ-5581,2.0,2.0,0.0,2.0,5.0,-1.0,tie,springxd
XD-2358,DURACLOUD-994,8.0,2.0,1.0,8.0,1.0,1.0,valid,springxd
XD-2359,MESOS-1751,8.0,5.0,1.0,8.0,5.0,1.0,valid,springxd
XD-2360,DM-3416,8.0,3.0,1.0,8.0,2.0,1.0,valid,springxd
XD-2361,TESB-2,13.0,5.0,1.0,8.0,5.0,1.0,valid,springxd
XD-2362,DM-3372,5.0,5.0,0.0,5.0,6.0,-1.0,tie,springxd
XD-2364,DM-3553,3.0,5.0,-1.0,5.0,10.0,-1.0,valid,springxd
